ID Caso,Código DANE de Municipio,Municipio,Departamento,Año,Mes,Día,ID Persona,Sexo,Etnia,Ocupación,Calidad de la Víctima o la Baja,Tipo de Población Vulnerable,Militante Político,Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente,Descripción Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente,Situación Actual de la Víctima,Fuente de Información de la Desaparición,Edad,latitud-longitud
100265,25368,JERUSALEN,CUNDINAMARCA,1991,5,25,72226,HOMBRE,,PERSONAL DE SALUD,CIVIL,MAESTRO O EDUCADOR,,,,APARECIÓ MUERTO,,,POINT (-74.689158536 4.571350254)
100282,25386,LA MESA,CUNDINAMARCA,2004,12,2,129425,HOMBRE,,EMPLEADO,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,ADULTEZ (29-59 AÑOS),POINT (-74.47321717 4.650773167)
101616,25885,YACOPI,CUNDINAMARCA,1993,3,9,71898,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-74.33802435 5.459290341)
101616,25885,YACOPI,CUNDINAMARCA,1993,3,9,71900,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADOLESCENCIA (12-17 AÑOS),POINT (-74.33802435 5.459290341)
102204,27099,BOJAYA,CHOCO,1997,6,8,80824,HOMBRE,,OBRERO,CIVIL,,UNIÓN PATRIÓTICA,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,,POINT (-77.09933025 6.474666885)
102489,27413,LLORO,CHOCO,2000,6,12,89819,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,,ADULTEZ (29-59 AÑOS),POINT (-76.38544449 5.585101179)
102675,27615,RIOSUCIO,CHOCO,1997,5,10,80640,HOMBRE,,SIN INFORMACIÓN,CIVIL,MILITANTE POLÍTICO,UNIÓN PATRIÓTICA,,,DESAPARECIDO,ENTIDAD PÚBLICA,ADULTEZ (29-59 AÑOS),POINT (-77.35636 7.375606)
103705,41396,LA PLATA,HUILA,2006,11,11,120433,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-76.00117299 2.328076586)
103705,41396,LA PLATA,HUILA,2006,11,11,120434,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-76.00117299 2.328076586)
104351,41551,PITALITO,HUILA,2000,2,19,88432,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-76.05217643 1.848217185)
104568,44001,RIOHACHA,LA GUAJIRA,2004,2,13,129103,HOMBRE,,PARAMILITAR,COMBATIENTE,,,GRUPO PARAMILITAR,NO IDENTIFICADO,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-72.95876315 11.24297214)
105563,44430,MAICAO,LA GUAJIRA,2000,5,13,89689,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,JUVENTUD (18-28 AÑOS),POINT (-72.29500818 11.38157764)
105563,44430,MAICAO,LA GUAJIRA,2000,5,13,89690,HOMBRE,,DELINCUENTE,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-72.29500818 11.38157764)
105563,44430,MAICAO,LA GUAJIRA,2000,5,13,89691,HOMBRE,,DELINCUENTE,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-72.29500818 11.38157764)
106281,47001,SANTA MARTA,MAGDALENA,2004,1,14,61537,HOMBRE,,PARAMILITAR,COMBATIENTE,,,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,PERPETRADOR DEL HECHO,,POINT (-73.88527855 11.12189436)
106281,47001,SANTA MARTA,MAGDALENA,2004,1,14,61538,HOMBRE,,PARAMILITAR,COMBATIENTE,,,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,PERPETRADOR DEL HECHO,JUVENTUD (18-28 AÑOS),POINT (-73.88527855 11.12189436)
106842,47001,SANTA MARTA,MAGDALENA,1999,12,14,126781,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-73.88527855 11.12189436)
107134,47001,SANTA MARTA,MAGDALENA,2002,2,6,127893,HOMBRE,,DESEMPLEADO,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,PERPETRADOR DEL HECHO,JUVENTUD (18-28 AÑOS),POINT (-73.83616161 11.24746236)
107228,47001,SANTA MARTA,MAGDALENA,2002,12,31,128489,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,PERPETRADOR DEL HECHO,,POINT (-73.88527855 11.12189436)
107703,47001,SANTA MARTA,MAGDALENA,2002,12,31,109341,HOMBRE,,TRABAJADOR DE FINCA,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,FAMILIARES O COMUNIDAD,ADOLESCENCIA (12-17 AÑOS),POINT (-73.83616161 11.24746236)
108194,47170,CHIVOLO,MAGDALENA,1997,6,29,140300,HOMBRE,,EMPLEADO,CIVIL,MAESTRO O EDUCADOR,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-74.41519988 10.139234)
108625,47189,CIENAGA,MAGDALENA,2002,6,29,128503,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,ADULTEZ (29-59 AÑOS),POINT (-74.02500493 10.85754552)
109078,47189,CIENAGA,MAGDALENA,2002,6,14,97936,HOMBRE,,CAMPESINO,CIVIL,OTRA ¿CUÁL?,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-74.02500493 10.85754552)
110530,47605,REMOLINO,MAGDALENA,2000,10,22,91511,HOMBRE,,GANADERO/HACENDADO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-74.58106823 10.64860351)
112748,50251,EL CASTILLO,META,2004,3,7,49107,HOMBRE,,ADMINISTRADOR DE FINCA,CIVIL,,,,,APARECIÓ MUERTO,,ADULTEZ (29-59 AÑOS),POINT (-73.89445238 3.60282633)
112999,50287,FUENTE DE ORO,META,1999,11,21,74917,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,JUVENTUD (18-28 AÑOS),POINT (-73.59625429 3.382370124)
114171,50450,PUERTO CONCORDIA,META,2000,11,25,220437,HOMBRE,,CONDUCTOR/MOTORISTA,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,JUVENTUD (18-28 AÑOS),POINT (-72.7210941 2.752260112)
114171,50450,PUERTO CONCORDIA,META,2000,11,25,220438,HOMBRE,,EMPLEADO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,JUVENTUD (18-28 AÑOS),POINT (-72.7210941 2.752260112)
114171,50450,PUERTO CONCORDIA,META,2000,11,25,466853,HOMBRE,,ECONOMÍA INFORMAL,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,ADULTEZ (29-59 AÑOS),POINT (-72.7210941 2.752260112)
114171,50450,PUERTO CONCORDIA,META,2000,11,25,469563,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-72.7210941 2.752260112)
114171,50450,PUERTO CONCORDIA,META,2000,11,25,475293,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,,POINT (-72.7210941 2.752260112)
114275,50568,PUERTO GAITAN,META,2000,11,10,220369,MUJER,,PARAMILITAR,COMBATIENTE,,,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE META Y VICHADA,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,PERPETRADOR DEL HECHO,ADOLESCENCIA (12-17 AÑOS),POINT (-71.63157428 4.005034467)
114523,50590,PUERTO RICO,META,2005,2,5,108164,HOMBRE,,CAMPESINO,CIVIL,,,,,DESAPARECIDO,,PERSONA MAYOR (60 AÑOS O MAS),POINT (-73.13780171 2.758083657)
114662,50683,SAN JUAN DE ARAMA,META,2002,9,26,128333,HOMBRE,,OTRA ¿CUÁL?,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-73.875832 3.373728)
114849,50689,SAN MARTIN,META,2001,4,14,93465,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,ADOLESCENCIA (12-17 AÑOS),POINT (-72.65672742 3.515860962)
114849,50689,SAN MARTIN,META,2001,4,14,93466,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,,POINT (-72.65672742 3.515860962)
115282,50711,VISTAHERMOSA,META,2005,3,11,161407,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,PERPETRADOR DEL HECHO,,POINT (-73.66652234 2.811616698)
116492,52696,SANTA BARBARA,NARIÑO,2004,7,12,106791,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,,ADULTEZ (29-59 AÑOS),POINT (-77.98256461 2.494420411)
119067,54003,ABREGO,NORTE DE SANTANDER,1997,4,23,123198,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,JUVENTUD (18-28 AÑOS),POINT (-73.221722 8.081616)
119069,54003,ABREGO,NORTE DE SANTANDER,1997,6,18,187151,HOMBRE,,EMPLEADO,CIVIL,SINDICALISTA,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-73.221722 8.081616)
119657,54250,EL TARRA,NORTE DE SANTANDER,2002,11,17,100039,HOMBRE,,CAMPESINO,CIVIL,,,,,DESAPARECIDO,,,POINT (-73.0317597 8.678263671)
119657,54250,EL TARRA,NORTE DE SANTANDER,2002,11,17,100040,MUJER,,CAMPESINO,CIVIL,,,,,DESAPARECIDO,,,POINT (-73.0317597 8.678263671)
120528,54498,OCAÑA,NORTE DE SANTANDER,2003,4,2,101941,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,PERPETRADOR DEL HECHO,JUVENTUD (18-28 AÑOS),POINT (-73.355889 8.247588)
120663,54498,OCAÑA,NORTE DE SANTANDER,1987,8,9,64618,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,,POINT (-73.355889 8.247588)
121358,54810,TIBU,NORTE DE SANTANDER,2001,2,22,121883,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-72.79925855 8.713507237)
121785,54810,TIBU,NORTE DE SANTANDER,2001,2,11,92848,HOMBRE,,COMERCIANTE,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-72.79925855 8.713507237)
121785,54810,TIBU,NORTE DE SANTANDER,2001,2,11,92849,SIN INFORMACION,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-72.79925855 8.713507237)
124160,68655,SABANA DE TORRES,SANTANDER,2003,4,29,146234,HOMBRE,,COMERCIANTE,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,JUVENTUD (18-28 AÑOS),POINT (-73.49906 7.391919)
124259,68001,BUCARAMANGA,SANTANDER,1986,4,30,63952,HOMBRE,,OTRA ¿CUÁL?,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-73.11156997 7.155833544)
124878,68081,BARRANCABERMEJA,SANTANDER,1994,6,2,74124,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,ONG,JUVENTUD (18-28 AÑOS),POINT (-73.849313 7.064855)
124962,68081,BARRANCABERMEJA,SANTANDER,1996,5,1,139554,HOMBRE,,CAMPESINO,CIVIL,FAMILIAR DE COMBATIENTE,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-73.78211646 7.054074558)
124962,68081,BARRANCABERMEJA,SANTANDER,1996,5,1,567651,MUJER,,CAMPESINO,CIVIL,FAMILIAR DE COMBATIENTE,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-73.78211646 7.054074558)
124962,68081,BARRANCABERMEJA,SANTANDER,1996,5,1,567653,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-73.78211646 7.054074558)
124962,68081,BARRANCABERMEJA,SANTANDER,1996,5,1,567655,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-73.78211646 7.054074558)
124962,68081,BARRANCABERMEJA,SANTANDER,1996,5,1,567656,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-73.78211646 7.054074558)
125250,68615,RIONEGRO,SANTANDER,2000,9,29,191383,HOMBRE,,SIN INFORMACIÓN,CIVIL,DESMOVILIZADO,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,PERPETRADOR DEL HECHO,,POINT (-73.57613564 7.607273437)
125596,68081,BARRANCABERMEJA,SANTANDER,2004,7,23,212258,HOMBRE,,ESTUDIANTE,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADOLESCENCIA (12-17 AÑOS),POINT (-73.78211646 7.054074558)
126803,68190,CIMITARRA,SANTANDER,1991,0,0,68533,SIN INFORMACION,,SIN INFORMACIÓN,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,,,POINT (-74.17030427 6.40972961)
126803,68190,CIMITARRA,SANTANDER,1991,0,0,68534,HOMBRE,,OBRERO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-74.17030427 6.40972961)
126844,68190,CIMITARRA,SANTANDER,1985,12,21,63722,HOMBRE,,CAMPESINO,CIVIL,,UNIÓN PATRIÓTICA,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,ONG,,POINT (-73.95258212 6.320681868)
126844,68190,CIMITARRA,SANTANDER,1985,12,21,63723,HOMBRE,,CAMPESINO,CIVIL,,UNIÓN PATRIÓTICA,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,ONG,,POINT (-73.95258212 6.320681868)
126844,68190,CIMITARRA,SANTANDER,1985,12,21,63724,HOMBRE,,CAMPESINO,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-73.95258212 6.320681868)
126978,68235,EL CARMEN DE CHUCURI,SANTANDER,1988,4,18,65243,MUJER,,TRABAJO SIN ESPECIFICAR,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-73.64238017 6.6221287)
127421,68298,GAMBITA,SANTANDER,2003,8,1,103944,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-73.31939934 5.924383558)
128118,68575,PUERTO WILCHES,SANTANDER,1985,5,8,118736,HOMBRE,,CAMPESINO,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-73.8354696 7.398198257)
128118,68575,PUERTO WILCHES,SANTANDER,1985,5,8,118737,HOMBRE,,CAMPESINO,CIVIL,,,,,DESAPARECIDO,,ADOLESCENCIA (12-17 AÑOS),POINT (-73.8354696 7.398198257)
128461,68615,RIONEGRO,SANTANDER,1993,11,9,73134,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ VIVO,FAMILIARES O COMUNIDAD,,POINT (-73.37246417 7.474226085)
206293,81001,ARAUCA,ARAUCA,0,1,1,227568,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-70.50921153 6.796280825)
128461,68615,RIONEGRO,SANTANDER,1993,11,9,73135,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ VIVO,FAMILIARES O COMUNIDAD,,POINT (-73.37246417 7.474226085)
128461,68615,RIONEGRO,SANTANDER,1993,11,9,73136,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ VIVO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-73.37246417 7.474226085)
130283,70523,PALMITO,SUCRE,2001,4,30,150048,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-75.56199027 9.334940293)
130283,70523,PALMITO,SUCRE,2001,4,30,156097,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-75.56199027 9.334940293)
131699,73217,COYAIMA,TOLIMA,2003,10,10,104344,HOMBRE,,OTRA ¿CUÁL?,CIVIL,,,,,APARECIÓ MUERTO,PERPETRADOR DEL HECHO,ADULTEZ (29-59 AÑOS),POINT (-75.14720213 3.775490271)
131711,73217,COYAIMA,TOLIMA,1958,1,4,925805,HOMBRE,,CAMPESINO,CIVIL,MILITANTE POLÍTICO,LIBERAL,,,APARECIÓ MUERTO,,ADULTEZ (29-59 AÑOS),POINT (-75.14720213 3.775490271)
132073,73319,GUAMO,TOLIMA,2001,9,6,94532,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-74.97657287 4.076501341)
132073,73319,GUAMO,TOLIMA,2001,9,6,94533,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,ONG,,POINT (-74.97657287 4.076501341)
132073,73319,GUAMO,TOLIMA,2001,9,6,94534,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,ONG,,POINT (-74.97657287 4.076501341)
132330,73408,LERIDA,TOLIMA,2002,4,17,97003,HOMBRE,,COMERCIANTE,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,ADULTEZ (29-59 AÑOS),POINT (-74.910716 4.862046)
132330,73408,LERIDA,TOLIMA,2002,4,17,97004,HOMBRE,,COMERCIANTE,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,ADULTEZ (29-59 AÑOS),POINT (-74.910716 4.862046)
132674,73443,SAN SEBASTIAN DE MARIQUITA,TOLIMA,1982,10,6,62480,HOMBRE,,EMPLEADO,CIVIL,DEFENSOR DE DDHH,,,,APARECIÓ MUERTO,INDETERMINADA,,POINT (-74.90668089 5.235322593)
133195,73616,RIOBLANCO,TOLIMA,1995,3,14,75578,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADOLESCENCIA (12-17 AÑOS),POINT (-75.85481103 3.468077548)
134898,76109,BUENAVENTURA,VALLE DEL CAUCA,2000,9,30,143107,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-77.11872831 3.493340766)
134898,76109,BUENAVENTURA,VALLE DEL CAUCA,2000,9,30,143108,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-77.11872831 3.493340766)
135976,76113,BUGALAGRANDE,VALLE DEL CAUCA,2000,11,29,143324,HOMBRE,,TRABAJADOR DE FINCA,CIVIL,,,,,APARECIÓ MUERTO,,JUVENTUD (18-28 AÑOS),POINT (-76.0896103 4.196852991)
135976,76113,BUGALAGRANDE,VALLE DEL CAUCA,2000,11,29,569654,HOMBRE,,ADMINISTRADOR DE FINCA,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-76.0896103 4.196852991)
136986,76364,JAMUNDI,VALLE DEL CAUCA,2004,3,21,135300,HOMBRE,,OBRERO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-76.539785 3.260449)
136986,76364,JAMUNDI,VALLE DEL CAUCA,2004,3,21,135435,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-76.539785 3.260449)
138630,81001,ARAUCA,ARAUCA,2002,6,22,128148,HOMBRE,,CONDUCTOR/MOTORISTA,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-70.50921153 6.796280825)
138630,81001,ARAUCA,ARAUCA,2002,6,22,128149,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-70.50921153 6.796280825)
138630,81001,ARAUCA,ARAUCA,2002,6,22,128150,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-70.50921153 6.796280825)
138655,81001,ARAUCA,ARAUCA,2004,6,24,129293,HOMBRE,,EMPLEADO,CIVIL,,,,,APARECIÓ MUERTO,PERPETRADOR DEL HECHO,,POINT (-70.50921153 6.796280825)
139800,81794,TAME,ARAUCA,2001,10,3,127619,HOMBRE,,PERSONAL DE SALUD,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-71.79178647 6.390650479)
140862,85015,CHAMEZA,CASANARE,2003,3,4,146078,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,,ADULTEZ (29-59 AÑOS),POINT (-72.86496804 5.228453404)
140862,85015,CHAMEZA,CASANARE,2003,3,4,146079,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-72.86496804 5.228453404)
140877,85279,RECETOR,CASANARE,2003,2,27,101379,HOMBRE,,PERSONAL DE SALUD,CIVIL,,,,,DESAPARECIDO,,,POINT (-72.77081831 5.263068507)
140877,85279,RECETOR,CASANARE,2003,2,27,101380,HOMBRE,,EMPLEADO,CIVIL,,,,,DESAPARECIDO,,,POINT (-72.77081831 5.263068507)
140877,85279,RECETOR,CASANARE,2003,2,27,462385,HOMBRE,,EMPLEADO,CIVIL,,,,,DESAPARECIDO,,,POINT (-72.77081831 5.263068507)
140877,85279,RECETOR,CASANARE,2003,2,27,580064,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-72.77081831 5.263068507)
142299,86568,PUERTO ASIS,PUTUMAYO,1995,12,23,157318,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,JUVENTUD (18-28 AÑOS),POINT (-76.52158203 0.433884539)
142299,86568,PUERTO ASIS,PUTUMAYO,1995,12,23,157319,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-76.52158203 0.433884539)
142875,86568,PUERTO ASIS,PUTUMAYO,2006,10,22,123951,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-76.52158203 0.433884539)
142875,86568,PUERTO ASIS,PUTUMAYO,2006,10,22,123952,HOMBRE,"RAIZAL DEL ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-76.52158203 0.433884539)
151737,05361,ITUANGO,ANTIOQUIA,1997,12,30,126602,HOMBRE,,EMPLEADO,CIVIL,CORREGIDOR/INSPECTOR,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-75.76467317 7.17162903)
151804,05361,ITUANGO,ANTIOQUIA,2005,7,23,157535,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,JUVENTUD (18-28 AÑOS),POINT (-75.61573865 7.319770384)
152304,05480,MUTATA,ANTIOQUIA,1996,11,20,186339,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-76.51628596 7.296266879)
152396,05480,MUTATA,ANTIOQUIA,2000,2,15,220320,HOMBRE,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-76.4358754 7.242875057)
152396,05480,MUTATA,ANTIOQUIA,2000,2,15,220321,MUJER,,CAMPESINO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,,POINT (-76.4358754 7.242875057)
153567,05649,SAN CARLOS,ANTIOQUIA,2005,7,29,132008,HOMBRE,,TRABAJADOR DE FINCA,CIVIL,,,,,APARECIÓ VIVO,FAMILIARES O COMUNIDAD,JUVENTUD (18-28 AÑOS),POINT (-74.75581906 6.206130247)
154082,05690,SANTO DOMINGO,ANTIOQUIA,2004,9,4,223936,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADOLESCENCIA (12-17 AÑOS),POINT (-75.20528663 6.547472264)
154593,05790,TARAZA,ANTIOQUIA,1996,7,27,173723,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,ENTIDAD PÚBLICA,,POINT (-75.401407 7.580127)
154776,05790,TARAZA,ANTIOQUIA,1999,8,31,219711,HOMBRE,,CAMPESINO,CIVIL,,,,,DESAPARECIDO,ENTIDAD PÚBLICA,ADULTEZ (29-59 AÑOS),POINT (-75.52280534 7.64124088)
155289,05837,TURBO,ANTIOQUIA,1997,3,5,126445,HOMBRE,,GANADERO/HACENDADO,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,PERPETRADOR DEL HECHO,,POINT (-76.71644711 7.934321468)
155642,05837,TURBO,ANTIOQUIA,1995,9,18,217480,HOMBRE,,COMERCIANTE,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-76.52635785 8.204324574)
155642,05837,TURBO,ANTIOQUIA,1995,9,18,217481,HOMBRE,,COMERCIANTE,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-76.52635785 8.204324574)
157580,13654,SAN JACINTO,BOLIVAR,1998,5,6,82928,HOMBRE,,GANADERO/HACENDADO,CIVIL,,,,,APARECIÓ MUERTO,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-75.2073624 9.80481703)
