ID Caso,Código DANE de Municipio,Municipio,Departamento,Año,Mes,Día,ID Persona,Sexo,Etnia,Ocupación,Calidad de la Víctima o la Baja,Tipo de Población Vulnerable,Militante Político,Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente,Descripción Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente,Situación Actual de la Víctima,Fuente de Información de la Desaparición,Edad,latitud-longitud
279918,70001,SINCELEJO,SUCRE,2007,3,13,301193,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ VIVO,ENTIDAD PÚBLICA,JUVENTUD (18-28 AÑOS),POINT (-75.43174966 9.316673928)
279919,76036,ANDALUCIA,VALLE DEL CAUCA,2007,3,14,301194,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-76.16063341 4.153314228)
279921,18001,FLORENCIA,CAQUETA,2007,3,14,301196,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,PERSONA MAYOR (60 AÑOS O MAS),POINT (-75.55823906 1.749138704)
279922,05154,CAUCASIA,ANTIOQUIA,2007,3,14,301197,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-75.03501824 7.867941792)
279931,95015,CALAMAR,GUAVIARE,2007,3,15,301206,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-73.0342639 1.613634284)
279932,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,3,15,301207,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-77.11872831 3.493340766)
279933,68081,BARRANCABERMEJA,SANTANDER,2007,3,15,301208,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-73.78211646 7.054074558)
279935,05001,MEDELLIN,ANTIOQUIA,2007,3,15,301210,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.61103107 6.257590259)
279936,00000,SIN INFORMACION,SIN INFORMACION,2007,3,15,301211,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-72 4)
279938,18150,CARTAGENA DEL CHAIRA,CAQUETA,2007,3,16,301213,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-74.27235499 0.647693081)
279939,05585,PUERTO NARE,ANTIOQUIA,2007,3,16,301214,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,PERPETRADOR DEL HECHO,,POINT (-74.70317722 6.126539139)
279940,05579,PUERTO BERRIO,ANTIOQUIA,2007,3,17,301215,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-74.5287421 6.481922267)
279942,18150,CARTAGENA DEL CHAIRA,CAQUETA,2007,3,17,301217,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-74.27235499 0.647693081)
279943,18610,SAN JOSE DEL FRAGUA,CAQUETA,2007,3,17,301218,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-76.11000594 1.304702314)
279944,50711,VISTAHERMOSA,META,2007,3,17,301219,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-73.66652234 2.811616698)
279945,50711,VISTAHERMOSA,META,2007,3,17,301220,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-73.66652234 2.811616698)
279946,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,2007,3,17,301221,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-76.57649259 3.399043723)
279947,47001,SANTA MARTA,MAGDALENA,2007,3,18,301222,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADOLESCENCIA (12-17 AÑOS),POINT (-73.88527855 11.12189436)
279948,73408,LERIDA,TOLIMA,2007,3,18,301223,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-74.92337178 4.866034592)
279949,20383,LA GLORIA,CESAR,2007,3,19,301224,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-73.61602384 8.588002247)
279950,20710,SAN ALBERTO,CESAR,2007,3,19,301225,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-73.47218888 7.769815987)
279951,52678,SAMANIEGO,NARIÑO,2007,3,19,301226,HOMBRE,"NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A)",SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-77.69179559 1.430555262)
279952,70001,SINCELEJO,SUCRE,2007,3,19,301227,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADOLESCENCIA (12-17 AÑOS),POINT (-75.43174966 9.316673928)
279953,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2007,3,19,301228,HOMBRE,INDÍGENA,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-73.08659986 10.81311496)
279954,00000,SIN INFORMACION,SIN INFORMACION,2007,3,19,301229,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-72 4)
279955,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,3,20,301230,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-77.11872831 3.493340766)
279956,05088,BELLO,ANTIOQUIA,2001,12,11,301231,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,JUVENTUD (18-28 AÑOS),POINT (-75.58973588 6.358841086)
279957,05490,NECOCLI,ANTIOQUIA,2007,3,20,301232,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-76.67699588 8.493728551)
279958,11001,"BOGOTA, D.C.","BOGOTA, D. C.",2007,3,20,301233,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-74.1810727 4.316107698)
279959,52079,BARBACOAS,NARIÑO,2007,3,20,301234,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-78.15621072 1.44563774)
279960,50711,VISTAHERMOSA,META,2007,3,20,301235,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-73.804762 2.862486)
279961,52079,BARBACOAS,NARIÑO,2007,3,20,301236,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-78.15621072 1.44563774)
279962,81794,TAME,ARAUCA,2007,3,21,301237,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-71.79178647 6.390650479)
279964,05361,ITUANGO,ANTIOQUIA,2007,3,21,301239,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.67842277 7.341549718)
279965,05284,FRONTINO,ANTIOQUIA,2007,3,22,301240,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-76.09359039 6.742001608)
279966,18001,FLORENCIA,CAQUETA,2007,3,22,301241,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-75.55823906 1.749138704)
279966,18001,FLORENCIA,CAQUETA,2007,3,22,301242,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-75.55823906 1.749138704)
279968,EXECU,FRONTERA ECUADOR,EXTERIOR,2007,3,22,301243,HOMBRE,,CAMPESINO,CIVIL,,,,,DESAPARECIDO,,,POINT (-77.950224 0)
279968,EXECU,FRONTERA ECUADOR,EXTERIOR,2007,3,22,301244,HOMBRE,,CAMPESINO,CIVIL,,,,,DESAPARECIDO,,,POINT (-77.950224 0)
279968,EXECU,FRONTERA ECUADOR,EXTERIOR,2007,3,22,301245,HOMBRE,,CAMPESINO,CIVIL,,,,,DESAPARECIDO,,,POINT (-77.950224 0)
279971,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,3,22,301246,HOMBRE,,ESTUDIANTE,CIVIL,,,,,DESAPARECIDO,,ADOLESCENCIA (12-17 AÑOS),POINT (-77.11872831 3.493340766)
279972,05154,CAUCASIA,ANTIOQUIA,2007,3,23,301247,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-75.03501824 7.867941792)
279973,76834,TULUA,VALLE DEL CAUCA,2007,3,23,301248,HOMBRE,,SIN INFORMACIÓN,CIVIL,DESMOVILIZADO,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-76.19761 4.085335)
279974,85001,YOPAL,CASANARE,2007,3,24,301249,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,,POINT (-72.394588 5.332863)
279974,85001,YOPAL,CASANARE,2007,3,24,762738,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,ENTIDAD PÚBLICA,,POINT (-72.394588 5.332863)
279976,00000,SIN INFORMACION,SIN INFORMACION,2007,3,24,301251,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-72 4)
279977,00000,SIN INFORMACION,SIN INFORMACION,2007,3,24,301252,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-72 4)
279978,11001,"BOGOTA, D.C.","BOGOTA, D. C.",2007,3,25,301253,HOMBRE,,SIN INFORMACIÓN,CIVIL,LÍDER COMUNITARIO,,,,DESAPARECIDO,,,POINT (-74.1810727 4.316107698)
279979,17380,LA DORADA,CALDAS,2007,3,25,301254,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADOLESCENCIA (12-17 AÑOS),POINT (-74.72114262 5.410515691)
279980,18256,EL PAUJIL,CAQUETA,2007,3,25,301255,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-75.20231825 1.476630016)
279981,18753,SAN VICENTE DEL CAGUAN,CAQUETA,2007,3,25,301256,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-74.19746971 1.308465061)
279982,85001,YOPAL,CASANARE,2007,3,25,301257,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-72.25802857 5.242744761)
279985,05284,FRONTINO,ANTIOQUIA,2003,0,0,301260,HOMBRE,,TRABAJO SIN ESPECIFICAR,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-76.33199656 6.691364773)
279986,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,3,26,301261,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-77.11872831 3.493340766)
279987,18001,FLORENCIA,CAQUETA,2007,3,26,301262,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-75.609796 1.618234)
279988,54001,CUCUTA,NORTE DE SANTANDER,2007,3,26,301263,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-72.48862641 8.112041811)
279991,86320,ORITO,PUTUMAYO,2007,3,27,301266,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-76.94313923 0.673756323)
279992,81065,ARAUQUITA,ARAUCA,2007,3,27,301267,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-71.29827429 6.799338394)
279993,54261,EL ZULIA,NORTE DE SANTANDER,2007,3,27,301268,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-72.63152118 8.081200092)
279994,52678,SAMANIEGO,NARIÑO,2007,3,27,301269,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-77.69179559 1.430555262)
279998,27001,QUIBDO,CHOCO,2007,3,27,301273,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-76.65015147 5.7543229)
279999,25394,LA PALMA,CUNDINAMARCA,2007,3,27,301274,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-74.40807863 5.333400646)
280002,76834,TULUA,VALLE DEL CAUCA,2007,3,27,301277,HOMBRE,,FUERZA PÚBLICA,COMBATIENTE,,,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,APARECIÓ MUERTO,,,POINT (-76.03250379 4.02840797)
280003,86573,PUERTO LEGUIZAMO,PUTUMAYO,2007,3,29,301278,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-75.06479327 0.05947197)
280004,68081,BARRANCABERMEJA,SANTANDER,2003,3,20,301279,HOMBRE,,FUNCIONARIO PÚBLICO,CIVIL,LÍDER COMUNITARIO,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-73.78211646 7.054074558)
280006,23555,PLANETA RICA,CORDOBA,2007,3,29,301281,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.68923803 8.181108488)
280008,05656,SAN JERONIMO,ANTIOQUIA,2007,3,30,301283,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.70310727 6.438300409)
280009,18753,SAN VICENTE DEL CAGUAN,CAQUETA,2007,3,30,301284,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-74.76734058 2.119786131)
280010,68081,BARRANCABERMEJA,SANTANDER,2007,3,30,301285,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-73.78211646 7.054074558)
280012,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,3,30,301287,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-77.11872831 3.493340766)
280013,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,3,30,301288,HOMBRE,"NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A)",SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-77.11872831 3.493340766)
280014,05697,EL SANTUARIO,ANTIOQUIA,2007,3,30,301289,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.25212278 6.124209495)
280015,18753,SAN VICENTE DEL CAGUAN,CAQUETA,2007,3,31,301290,MUJER,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-74.19746971 1.308465061)
280016,86568,PUERTO ASIS,PUTUMAYO,2007,4,1,301291,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-76.52158203 0.433884539)
280017,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,2007,4,1,301292,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-76.57649259 3.399043723)
280018,63001,ARMENIA,QUINDIO,2007,4,1,301293,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-75.72489985 4.499501128)
280019,50450,PUERTO CONCORDIA,META,2007,4,1,301294,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-72.7210941 2.752260112)
280020,41378,LA ARGENTINA,HUILA,2007,4,1,301295,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-76.00679451 2.156287619)
280021,23660,SAHAGUN,CORDOBA,2007,4,1,301296,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.42925664 8.799007016)
280022,23660,SAHAGUN,CORDOBA,2007,4,1,301297,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,,,POINT (-75.42925664 8.799007016)
280024,17653,SALAMINA,CALDAS,2007,3,3,301299,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,FAMILIARES O COMUNIDAD,PERSONA MAYOR (60 AÑOS O MAS),POINT (-75.40962177 5.370332425)
280025,05837,TURBO,ANTIOQUIA,2007,4,1,301300,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-76.5740377 8.173851745)
280026,05756,SONSON,ANTIOQUIA,2007,4,1,301301,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-74.83637622 5.826388779)
280027,05091,BETANIA,ANTIOQUIA,2007,4,1,301302,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.98689107 5.727081285)
280028,05250,EL BAGRE,ANTIOQUIA,2007,4,1,301303,HOMBRE,,CONDUCTOR/MOTORISTA,CIVIL,FAMILIAR DE PERSONA VULNERABLE,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,FAMILIARES O COMUNIDAD,,POINT (-74.799097 7.5975)
280029,54001,CUCUTA,NORTE DE SANTANDER,2007,4,1,301304,HOMBRE,,ECONOMÍA INFORMAL,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-72.48862641 8.112041811)
280030,70001,SINCELEJO,SUCRE,2007,4,1,301305,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.43174966 9.316673928)
280031,11001,"BOGOTA, D.C.","BOGOTA, D. C.",2007,4,1,301306,HOMBRE,,TRABAJADOR DE FINCA,CIVIL,,,,,DESAPARECIDO,,,POINT (-74.1810727 4.316107698)
280033,99773,CUMARIBO,VICHADA,2007,4,1,301308,MUJER,,TRABAJO SIN ESPECIFICAR,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,FAMILIARES O COMUNIDAD,,POINT (-69.52140483 4.262454746)
280035,86571,PUERTO GUZMAN,PUTUMAYO,2007,4,2,301310,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.88022978 0.746432215)
280037,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,2007,4,2,301312,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.98312418 3.819854318)
280038,52835,SAN ANDRES DE TUMACO,NARIÑO,2007,4,2,301313,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-78.61540963 1.574550638)
280039,27075,BAHIA SOLANO,CHOCO,2007,4,2,301314,HOMBRE,,OBRERO,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-77.41653534 6.162762775)
280039,27075,BAHIA SOLANO,CHOCO,2007,4,2,301315,HOMBRE,,OBRERO,CIVIL,,,,,DESAPARECIDO,,,POINT (-77.41653534 6.162762775)
280041,05854,VALDIVIA,ANTIOQUIA,2007,4,2,301316,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.40094502 7.265404213)
280042,76622,ROLDANILLO,VALLE DEL CAUCA,2007,4,2,301317,HOMBRE,,CONDUCTOR/MOTORISTA,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-76.16824249 4.443571848)
280043,05761,SOPETRAN,ANTIOQUIA,2007,4,2,301318,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.74580903 6.520164552)
280044,81065,ARAUQUITA,ARAUCA,2007,4,3,301319,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-71.29827429 6.799338394)
280045,81794,TAME,ARAUCA,2007,4,3,301320,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-71.79178647 6.390650479)
280046,18205,CURILLO,CAQUETA,2007,4,3,301321,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-75.919205 1.033473)
280047,70001,SINCELEJO,SUCRE,2007,4,3,301322,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.43174966 9.316673928)
280048,73001,IBAGUE,TOLIMA,2007,4,3,301323,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-75.252591 4.451921427)
280049,99773,CUMARIBO,VICHADA,2007,4,3,301324,HOMBRE,,ESTUDIANTE,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,FAMILIARES O COMUNIDAD,JUVENTUD (18-28 AÑOS),POINT (-70.22166556 4.067478591)
280050,70235,GALERAS,SUCRE,2007,4,4,301325,HOMBRE,"NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A)",SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADOLESCENCIA (12-17 AÑOS),POINT (-74.98134706 9.135169096)
280053,76275,FLORIDA,VALLE DEL CAUCA,2007,4,4,301328,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-76.16477307 3.304104295)
280054,76736,SEVILLA,VALLE DEL CAUCA,2007,4,4,301329,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-75.88818163 4.193411919)
280055,76736,SEVILLA,VALLE DEL CAUCA,2007,4,4,301330,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-75.88818163 4.193411919)
280057,19450,MERCADERES,CAUCA,2007,4,5,301332,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-77.18060381 1.793825164)
280058,47605,REMOLINO,MAGDALENA,2007,4,6,301333,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,,ADULTEZ (29-59 AÑOS),POINT (-74.58106823 10.64860351)
280059,05034,ANDES,ANTIOQUIA,2007,4,7,301334,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.94128391 5.604993248)
280060,86569,PUERTO CAICEDO,PUTUMAYO,2007,4,7,301335,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-76.49864415 0.70416861)
280061,73168,CHAPARRAL,TOLIMA,2007,4,7,301336,HOMBRE,,ECONOMÍA INFORMAL,CIVIL,,,,,APARECIÓ MUERTO,,JUVENTUD (18-28 AÑOS),POINT (-75.58986634 3.743693084)
280062,50450,PUERTO CONCORDIA,META,2007,4,7,301337,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-72.7210941 2.752260112)
280063,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,2007,4,7,301338,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-71.91916993 2.484286091)
280065,50001,VILLAVICENCIO,META,2007,4,8,301340,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,JUVENTUD (18-28 AÑOS),POINT (-73.49291594 4.09166877)
280067,76275,FLORIDA,VALLE DEL CAUCA,2007,4,8,301342,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-76.16477307 3.304104295)
280068,08001,BARRANQUILLA,ATLANTICO,2007,4,9,301343,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-74.82771544 10.98152051)
280070,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,4,9,301345,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-77.11872831 3.493340766)
280072,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,4,9,301347,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,SIGUE DESAPARECIDO PERO EXISTE INFORMACIÓN,FAMILIARES O COMUNIDAD,ADULTEZ (29-59 AÑOS),POINT (-77.11872831 3.493340766)
280073,05308,GIRARDOTA,ANTIOQUIA,2007,4,10,301348,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADULTEZ (29-59 AÑOS),POINT (-75.44795744 6.379745895)
280075,52835,SAN ANDRES DE TUMACO,NARIÑO,2007,4,10,301350,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-78.61540963 1.574550638)
280076,99773,CUMARIBO,VICHADA,2007,4,10,301351,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-69.52140483 4.262454746)
280077,81794,TAME,ARAUCA,2007,4,11,301352,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-71.79178647 6.390650479)
280079,05038,ANGOSTURA,ANTIOQUIA,2007,4,11,301354,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.358316 6.861498764)
280080,13001,CARTAGENA DE INDIAS,BOLIVAR,2007,12,4,301355,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,,POINT (-75.45889915 10.46343362)
280081,13667,SAN MARTIN DE LOBA,BOLIVAR,2007,4,12,301356,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,APARECIÓ MUERTO,,ADULTEZ (29-59 AÑOS),POINT (-74.00599967 8.816088444)
280082,52612,RICAURTE,NARIÑO,2007,4,12,301357,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,PERSONA MAYOR (60 AÑOS O MAS),POINT (-78.05811118 1.147671848)
280083,76109,BUENAVENTURA,VALLE DEL CAUCA,2007,4,12,301358,HOMBRE,,SIN INFORMACIÓN,CIVIL,,,,,DESAPARECIDO,,ADOLESCENCIA (12-17 AÑOS),POINT (-77.11872831 3.493340766)
