"ID Caso","ID Caso Relacionado","Año","Mes","Día","Código DANE de Municipio","Municipio","Departamento","Región","Modalidad","Presunto Responsable","Descripción Presunto Responsable","Abandono o Despojo Forzado de Tierras","Amenaza o Intimidación","Ataque Contra Misión Médica","Confinamiento o Restricción a la Movilidad","Desplazamiento Forzado","Extorsión","Lesionados Civiles","Pillaje","Tortura","Violencia Basada en Género","Otro Hecho Simultáneo","Total Combatientes","Total Civiles","Total de Víctimas del Caso","Tipo de Armas","latitud-longitud"
"185,277","CR018904","1,978","6","18","19001","POPAYAN","CAUCA","MACIZO COLOMBIANO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","OTRO ¿CUÁL?","NO APLICA","0","0","0","0","0","0","1","0","0",,"5-CAPTURADOS","1","0","1","ARTEFACTO EXPLOSIVO","POINT (-76.59194419 2.471704362)"
"185,278","CR005130","1,978","8","16","23555","PLANETA RICA","CORDOBA","ALTO SINU Y SAN JORGE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","50","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.68923803 8.181108488)"
"185,279",,"1,979","5","1","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.107359 4.650173)"
"185,280",,"1,979","6","1","76001","SANTIAGO DE CALI","VALLE DEL CAUCA","SUR DEL VALLE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","EPL","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.521469 3.414162)"
"185,281","CR005142","1,981","7","31","76041","ANSERMANUEVO","VALLE DEL CAUCA","NORTE DEL VALLE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","14","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-76.02963049 4.795927292)"
"185,282",,"1,981","10","7","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","1","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,283",,"1,984","4","22","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","9","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,284","CR005138","1,985","5","1","66170","DOSQUEBRADAS","RISARALDA","EJE CAFETERO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","OTRA DISIDENCIA","0","0","0","0","0","0","10","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-75.66993655 4.842021144)"
"185,285",,"1,985","5","23","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"185,286","CR004962","1,985","9","25","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","8","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.61103107 6.257590259)"
"185,287","CR005117","1,987","1","13","08001","BARRANQUILLA","ATLANTICO","NORTE DE ATLANTICO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","COORDINADORA NACIONAL GUERRILLERA","0","0","0","0","0","0","25","1","0",,,"2","11","13","ARTEFACTO EXPLOSIVO","POINT (-74.82771544 10.98152051)"
"185,288","CR005147","1,987","9","23","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","8","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,289",,"1,989","10","16","68001","BUCARAMANGA","SANTANDER","PROVINCIA DE SOTO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","CRIMEN ORGANIZADO","CARTEL DE MEDELLÍN","0","0","0","0","0","0","7","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-73.11156997 7.155833544)"
"185,290","CR005171","1,989","12","6","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","OTRO ¿CUÁL?","NO APLICA","0","0","0","0","0","0","600","0","0",,,"0","63","63","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,291",,"1,990","6","28","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","1","0","0",,,"0","14","14","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"419,302","CR008089","2,012","5","1","19050","ARGELIA","CAUCA","PATIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","1","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.24905 2.257427)"
"185,292","CR005163","1,992","3","27","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","0","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,293","CR020249","1,992","4","1","76001","SANTIAGO DE CALI","VALLE DEL CAUCA","SUR DEL VALLE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","6","0","0",,,"3","0","3","ARTEFACTO EXPLOSIVO","POINT (-76.521469 3.414162)"
"185,294","CR048156","1,992","9","1","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","8","0","0",,,"0","9","9","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"185,295","CR005158","1,992","12","11","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","9","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,296",,"1,993","2","10","68081","BARRANCABERMEJA","SANTANDER","MAGDALENA MEDIO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","0","0","0",,,"0","16","16","ARTEFACTO EXPLOSIVO","POINT (-73.78211646 7.054074558)"
"185,297",,"1,995","6","10","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","99","0","0",,,"0","23","23","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"185,299","CR018229","1,995","7","9","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","4","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,300","CR005095","1,995","10","17","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","12","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,301","CR005112","1,996","10","4","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","4","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"185,302","CR023021","1,996","10","21","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","11","0","0",,"7-POLICÍAS HERIDOS","0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.95055079 8.584698016)"
"185,303","CR005116","1,996","12","16","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","48","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"185,304","CR005103","1,996","12","17","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","36","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-75.95055079 8.584698016)"
"185,305","CR023019","1,997","3","10","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","22","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.95055079 8.584698016)"
"185,306","CR005135","1,997","3","17","54001","CUCUTA","NORTE DE SANTANDER","AREA METROPOLITANA DE CUCUTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","4","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-72.48862641 8.112041811)"
"185,307","CR005105","1,997","6","24","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","11","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"185,308","CR036067","1,997","7","27","05040","ANORI","ANTIOQUIA","NORDESTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","0","0","0",,,"0","20","20","ARTEFACTO EXPLOSIVO","POINT (-75.10848954 7.193110778)"
"185,309","CR005177","1,998","2","6","25878","VIOTA","CUNDINAMARCA","SUROCCIDENTE DE CUNDINAMARCA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","8","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.48543339 4.436054105)"
"185,310",,"1,998","2","6","25878","VIOTA","CUNDINAMARCA","SUROCCIDENTE DE CUNDINAMARCA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","10","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.48543339 4.436054105)"
"185,311","CR018872","1,998","2","12","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","5","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-75.61103107 6.257590259)"
"185,312","CR018236","1,998","4","29","44001","RIOHACHA","LA GUAJIRA","SIERRA NEVADA DE SANTA MARTA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","6","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-72.95876315 11.24297214)"
"185,313",,"1,998","9","18","70713","SAN ONOFRE","SUCRE","MONTES DE MARIA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","0","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-75.50522919 9.814599536)"
"185,314","CR005123","1,999","2","21","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","9","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,315","CR023015","1,999","7","30","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","28","0","0",,,"2","7","9","ARTEFACTO EXPLOSIVO","POINT (-75.61103107 6.257590259)"
"185,316","CR005111","1,999","8","27","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","11","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.95055079 8.584698016)"
"185,317","CR005160","1,999","12","6","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","1","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"185,318","CR046007","1,999","12","17","86865","VALLE DEL GUAMUEZ","PUTUMAYO","BAJO PUTUMAYO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","24","0","0",,,"0","6","6","ARTEFACTO EXPLOSIVO","POINT (-76.77067026 0.42012589)"
"185,319","CR005131","1,999","12","24","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","OTRO ¿CUÁL?","NO APLICA","0","0","0","0","0","0","2","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,320","CR018871","2,000","1","18","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","8","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.107359 4.650173)"
"185,321","CR005022","2,000","3","26","25307","GIRARDOT","CUNDINAMARCA","SUROCCIDENTE DE CUNDINAMARCA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","23","0","0",,,"1","0","1","ARTEFACTO EXPLOSIVO","POINT (-74.81143922 4.338154518)"
"185,322","CR005023","2,000","3","30","25123","CACHIPAY","CUNDINAMARCA","ALTIPLANO CUNDIBOYACENSE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","13","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-74.45919528 4.723063341)"
"185,323","CR018971","2,000","3","31","25123","CACHIPAY","CUNDINAMARCA","ALTIPLANO CUNDIBOYACENSE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","1","0","0","0","1","19","0","0",,"CAPTURA DE GUERRILLERO","0","3","3","ARTEFACTO EXPLOSIVO","POINT (-74.45919528 4.723063341)"
"185,324","CR005148","2,000","10","2","68081","BARRANCABERMEJA","SANTANDER","MAGDALENA MEDIO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","9","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-73.78211646 7.054074558)"
"185,325",,"2,000","11","5","76001","SANTIAGO DE CALI","VALLE DEL CAUCA","SUR DEL VALLE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","6","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-76.521469 3.414162)"
"185,326","CR005156","2,000","11","18","86568","PUERTO ASIS","PUTUMAYO","BAJO PUTUMAYO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","12","0","0",,,"0","1","2","ARTEFACTO EXPLOSIVO","POINT (-76.52158203 0.433884539)"
"185,328","CR005161","2,000","12","6","05313","GRANADA","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","1","0","0","0","0","25","0","0",,,"0","22","28","ARTEFACTO EXPLOSIVO","POINT (-75.184446 6.142892)"
"185,329","CR005146","2,001","8","9","05652","SAN FRANCISCO","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","36","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-74.98176334 5.840093731)"
"185,330","CR005145","2,001","8","23","05440","MARINILLA","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","26","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.33889 6.172156)"
"185,331","CR041132","2,001","10","7","05667","SAN RAFAEL","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","8","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-75.02849 6.293759)"
"185,332","CR005149","2,001","10","21","05541","PEÑOL","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","1","0","0",,,"1","5","6","ARTEFACTO EXPLOSIVO","POINT (-75.22350905 6.232396368)"
"185,333","CR005179","2,002","1","25","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","28","0","0",,,"4","2","6","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,335","CR005180","2,002","3","11","50577","PUERTO LLERAS","META","ARIARI GUAYABERO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","8","0","0",,,"3","3","6","ARTEFACTO EXPLOSIVO","POINT (-73.373743 3.269732)"
"185,336","CR046671","2,002","3","28","95015","CALAMAR","GUAVIARE","ARIARI GUAYABERO","DESCONOCIDA","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-73.0342639 1.613634284)"
"185,337","CR018154","2,002","3","30","99001","PUERTO CARREÑO","VICHADA","ALTILLANURA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","21","0","0",,,"6","0","6","ARTEFACTO EXPLOSIVO","POINT (-68.14122234 5.836529669)"
"185,338","CR005137","2,002","4","5","50287","FUENTE DE ORO","META","ARIARI GUAYABERO","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-73.59625429 3.382370124)"
"185,339","CR005114","2,002","4","7","50001","VILLAVICENCIO","META","PIEDEMONTE LLANERO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","70","0","0",,,"0","10","10","ARTEFACTO EXPLOSIVO","POINT (-73.49291594 4.09166877)"
"185,340",,"2,002","4","14","08001","BARRANQUILLA","ATLANTICO","NORTE DE ATLANTICO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","13","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-74.82771544 10.98152051)"
"185,341",,"2,002","4","15","76364","JAMUNDI","VALLE DEL CAUCA","SUR DEL VALLE","DESCONOCIDA","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","2","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-76.62760418 3.213892389)"
"185,342","CR005099","2,002","5","20","05390","LA PINTADA","ANTIOQUIA","SUROESTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","11","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.60220206 5.746583958)"
"185,343","CR005133","2,002","5","20","05390","LA PINTADA","ANTIOQUIA","SUROESTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","11","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.60220206 5.746583958)"
"185,344","CR005140","2,002","6","2","05172","CHIGORODO","ANTIOQUIA","URABA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","24","0","0",,,"1","8","9","ARTEFACTO EXPLOSIVO","POINT (-76.63964213 7.631665644)"
"185,345","CR005102","2,002","7","9","19455","MIRANDA","CAUCA","NORTE DEL CAUCA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","6","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-76.229046 3.253161)"
"185,346","CR005094","2,002","7","20","05315","GUADALUPE","ANTIOQUIA","NORTE DE ANTIOQUIA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","10","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.22591303 6.861576325)"
"185,347","CR005143","2,002","7","24","25662","SAN JUAN DE RIOSECO","CUNDINAMARCA","ALTIPLANO CUNDIBOYACENSE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","5","0","0",,,"3","0","3","ARTEFACTO EXPLOSIVO","POINT (-74.61525985 4.814537831)"
"185,348","CR005174","2,002","7","28","18753","SAN VICENTE DEL CAGUAN","CAQUETA","CAGUAN","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","1","0","0","0","3","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.19746971 1.308465061)"
"185,349","CR007134","2,002","8","10","81794","TAME","ARAUCA","SARARE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","6","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-71.79178647 6.390650479)"
"185,350",,"2,002","9","6","66170","DOSQUEBRADAS","RISARALDA","EJE CAFETERO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","16","0","0",,,"1","1","2","ARTEFACTO EXPLOSIVO","POINT (-75.682469 4.8272)"
"185,351","CR018420","2,002","9","13","81736","SARAVENA","ARAUCA","SARARE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","23","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-71.85070757 6.906941714)"
"185,352",,"2,002","9","16","81065","ARAUQUITA","ARAUCA","SARARE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","6","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-71.29827429 6.799338394)"
"185,353","CR005097","2,002","10","7","13244","EL CARMEN DE BOLIVAR","BOLIVAR","MONTES DE MARIA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","5","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.15793573 9.699819876)"
"185,354","CR005178","2,002","10","11","25312","GRANADA","CUNDINAMARCA","SUMAPAZ","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","10","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.33724619 4.523484884)"
"185,355","CR005038","2,002","10","28","81001","ARAUCA","ARAUCA","LLANOS ORIENTALES","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","7","0","0",,,"2","0","2","ARTEFACTO EXPLOSIVO","POINT (-70.50921153 6.796280825)"
"185,356","CR005100","2,002","10","28","08001","BARRANQUILLA","ATLANTICO","NORTE DE ATLANTICO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","33","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.815324 10.977998)"
"185,357","CR005157","2,002","11","13","54001","CUCUTA","NORTE DE SANTANDER","AREA METROPOLITANA DE CUCUTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","3","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-72.48862641 8.112041811)"
"185,358","CR005104","2,002","11","14","25224","CUCUNUBA","CUNDINAMARCA","ALTIPLANO CUNDIBOYACENSE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","4","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-73.78001885 5.230308105)"
