"ID Caso","ID Caso Relacionado","Año","Mes","Día","Código DANE de Municipio","Municipio","Departamento","Región","Modalidad","Presunto Responsable","Descripción Presunto Responsable","Abandono o Despojo Forzado de Tierras","Amenaza o Intimidación","Ataque Contra Misión Médica","Confinamiento o Restricción a la Movilidad","Desplazamiento Forzado","Extorsión","Lesionados Civiles","Pillaje","Tortura","Violencia Basada en Género","Otro Hecho Simultáneo","Total Combatientes","Total Civiles","Total de Víctimas del Caso","Tipo de Armas","latitud-longitud"
"185,445","CR018761","2,015","5","27","52250","EL CHARCO","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.99533234 2.216382295)"
"185,446",,"2,015","6","14","76109","BUENAVENTURA","VALLE DEL CAUCA","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","14","0","0",,"1 CAPTURADO","0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.11872831 3.493340766)"
"185,447",,"2,015","6","16","52079","BARBACOAS","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","7","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-78.15621072 1.44563774)"
"185,448","CR018738","2,015","6","26","86568","PUERTO ASIS","PUTUMAYO","BAJO PUTUMAYO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","1","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.52158203 0.433884539)"
"185,449","CR018741","2,015","7","9","05040","ANORI","ANTIOQUIA","NORDESTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.10848954 7.193110778)"
"185,450","CR018765","2,015","7","11","86001","MOCOA","PUTUMAYO","MEDIO PUTUMAYO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","2","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.66584349 1.26070915)"
"185,451","CR018743","2,015","7","11","19809","TIMBIQUI","CAUCA","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.49131576 2.699475127)"
"185,452","CR018744","2,015","7","13","76275","FLORIDA","VALLE DEL CAUCA","SUR DEL VALLE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.16477307 3.304104295)"
"185,453","CR018769","2,015","7","19","52835","SAN ANDRES DE TUMACO","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-78.61540963 1.574550638)"
"185,454","CR018754","2,015","9","13","81300","FORTUL","ARAUCA","SARARE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","4","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-71.79124241 6.750907234)"
"185,455","CR047869","2,015","11","5","19397","LA VEGA","CAUCA","MACIZO COLOMBIANO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.7588062 2.053933426)"
"185,456","CR037210","1,965","2","5","54001","CUCUTA","NORTE DE SANTANDER","AREA METROPOLITANA DE CUCUTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-72.508577 7.905613)"
"185,457","CR037208","1,965","2","10","19001","POPAYAN","CAUCA","MACIZO COLOMBIANO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","1","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.57422 2.482561)"
"185,458","CR037209","1,965","2","10","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.107359 4.650173)"
"185,459","CR040165","2,003","8","8","81736","SARAVENA","ARAUCA","SARARE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","5","0","0",,,"0","5","5","ARTEFACTO EXPLOSIVO","POINT (-71.85070757 6.906941714)"
"185,466",,"1,965","3","20","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","2","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.107359 4.650173)"
"185,467","CR037222","1,965","6","19","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","BANDOLERISMO","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.107359 4.650173)"
"185,468","CR041164","1,965","7","27","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","0","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.107359 4.650173)"
"195,048","CR2017195048","2,001","8","9","54313","GRAMALOTE","NORTE DE SANTANDER","PROVINCIA DE RICAURTE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","4","1","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-72.787233 7.916946)"
"200,005",,"2,009","4","16","05120","CACERES","ANTIOQUIA","BAJO CAUCA ANTIOQUEÑO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","5","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.22369744 7.665155105)"
"200,991","CR2017200991","2,012","6","19","41020","ALGECIRAS","HUILA","CENTRO DEL HUILA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","1","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.29134946 2.49785068)"
"20,575","CR021260","2,003","4","24","05541","PEÑOL","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-75.22350905 6.232396368)"
"20,713","CR021281","2,003","5","8","76001","SANTIAGO DE CALI","VALLE DEL CAUCA","SUR DEL VALLE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-76.57649259 3.399043723)"
"292,047","CR018301","2,003","12","23","05790","TARAZA","ANTIOQUIA","BAJO CAUCA ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO DIRIMIDO","NO APLICA","0","0","0","0","0","0","36","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-75.470728 7.570756)"
"30,323",,"2,012","6","4","52250","EL CHARCO","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","PRESENCIA GAO SIN ATRIBUCIÓN","0","0","0","0","0","0","25","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.99533234 2.216382295)"
"33,511",,"2,013","12","7","19355","INZA","CAUCA","NORTE DEL CAUCA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","70","0","0",,,"6","2","8","ARTEFACTO EXPLOSIVO","POINT (-76.063503 2.549183)"
"395,535",,"1,999","5","30","54810","TIBU","NORTE DE SANTANDER","CATATUMBO","DESCONOCIDA","GRUPO PARAMILITAR","NO IDENTIFICADO","1","1","0","0","1","0","0","0","0",,,"0","1","1","ND","POINT (-72.89972106 8.998278492)"
"396,266","CR2017189655","1,992","11","7","05079","BARBOSA","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","COORDINADORA GUERRILLERA SIMÓN BOLÍVAR","0","0","0","0","0","0","7","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.331627 6.439195)"
"419,293","CR005134","1,982","3","10","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","M19","0","0","0","0","0","0","2","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"419,294","CR005118","1,997","1","29","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","OTRO ¿CUÁL?","NO APLICA","0","0","0","0","0","0","56","0","0",,,"0","5","5","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"419,295","CR005124","1,997","2","27","05045","APARTADO","ANTIOQUIA","URABA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","53","0","0",,,"0","10","10","ARTEFACTO EXPLOSIVO","POINT (-76.58236264 7.86047815)"
"419,296",,"1,997","10","14","18592","PUERTO RICO","CAQUETA","CAGUAN","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","4","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.07308627 2.018940891)"
"419,297","CR005139","2,003","5","27","18753","SAN VICENTE DEL CAGUAN","CAQUETA","CAGUAN","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","2","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.766451 2.11965)"
"419,298","CR005165","2,003","9","28","18001","FLORENCIA","CAQUETA","FLORENCIA Y AREA DE INFLUENCIA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","48","0","0",,,"2","12","14","ARTEFACTO EXPLOSIVO","POINT (-75.55823906 1.749138704)"
"419,299","CR047153","2,003","11","1","18001","FLORENCIA","CAQUETA","FLORENCIA Y AREA DE INFLUENCIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","12","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-75.609796 1.618234)"
"419,300",,"2,011","9","25","19137","CALDONO","CAUCA","NORTE DEL CAUCA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.51863329 2.785615005)"
"419,301","CR017054","2,012","1","22","54250","EL TARRA","NORTE DE SANTANDER","CATATUMBO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-73.09614 8.574281)"
"419,304","CR012043","2,012","5","24","52683","SANDONA","NARIÑO","CENTRO DE NARIÑO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","4","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.469571 1.286137)"
"419,305",,"2,012","6","18","76109","BUENAVENTURA","VALLE DEL CAUCA","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","8","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.01074 3.875708)"
"419,306",,"2,012","10","14","81794","TAME","ARAUCA","SARARE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-71.79178647 6.390650479)"
"419,307","CR080122","2,014","1","16","05647","SAN ANDRES DE CUERQUIA","ANTIOQUIA","NORTE DE ANTIOQUIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","1","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.676008 6.912558)"
"419,308","CR016067","2,014","8","24","20750","SAN DIEGO","CESAR","SERRANIA DEL PERIJA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-73.14473008 10.24429187)"
"421,647","CR2017421647","2,002","12","2","44420","LA JAGUA DEL PILAR","LA GUAJIRA","SERRANIA DEL PERIJA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-73.07209193 10.4580941)"
"448,523",,"2,011","6","13","52250","EL CHARCO","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","15","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.99533234 2.216382295)"
"490,206","CR2017203550","2,012","10","30","19532","PATIA","CAUCA","PATIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.981075 2.115875)"
"500,379",,"2,017","6","17","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","OTRA","0","0","0","0","0","0","9","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-74.107359 4.650173)"
"500,471","CR2017500471","2,001","12","24","50313","GRANADA","META","ARIARI GUAYABERO","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-73.712572 3.551865)"
"511,101",,"2,009","8","15","05579","PUERTO BERRIO","ANTIOQUIA","MAGDALENA MEDIO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO POSDESMOVILIZACIÓN","NO IDENTIFICADO","0","0","0","0","0","0","7","0","0",,,"0","7","0","ARTEFACTO EXPLOSIVO","POINT (-74.5287421 6.481922267)"
"511,102","CR2017511102","2,011","10","24","52838","TUQUERRES","NARIÑO","CENTRO OCCIDENTE DE NARIÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","1","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-77.63073238 1.134440523)"
"511,104","CR2017511104","2,012","4","11","19075","BALBOA","CAUCA","PATIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.2088133 2.084732945)"
"511,105",,"2,012","6","27","44430","MAICAO","LA GUAJIRA","ALTA GUAJIRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO POSDESMOVILIZACIÓN","NO IDENTIFICADO","0","0","0","0","0","0","7","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-72.29500818 11.38157764)"
"511,123","CR2017511123","1,988","3","29","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO PARAMILITAR","OTRO","0","0","0","0","0","0","1","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"511,170","CR2017511170","1,976","8","4","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"511,185",,"1,975","11","11","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
